TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
58350,0.2174201,185.9957,7.781832,7.01668,0,130.0485,0,3883.626,497.8245,557.7302,254.9054,265.2219,0,202.7639,172.8242,529.0839,10.57481,12.05984,0,77.20937,60.48361,164.9159,528.9935,12.03104,72.39204,83.12135,3000
58380,0.2130142,185.9961,7.781084,7.016605,0,130.0488,0,3883.524,497.78,557.7198,254.9016,265.1789,0,202.7704,172.6724,529.1097,10.56617,12.0696,0,77.30295,60.02879,164.8876,529.0193,12.04085,72.2456,82.98623,3000
58487,0.2130142,185.9961,7.781084,7.016605,0,130.0488,0,3883.524,497.78,557.7198,254.9016,265.1789,0,202.7704,172.6725,529.1111,10.56569,12.07014,0,77.30431,60.00376,164.886,529.0205,12.04139,72.25066,82.95861,3000
58514,0.2112867,185.996,7.780927,7.016589,0,130.0487,0,3883.508,497.7716,557.7175,254.9016,265.1713,0,202.7745,172.6728,529.1183,10.56329,12.07273,0,77.22055,59.87899,164.8787,529.0268,12.04396,72.26201,82.96065,3000
58548,0.2104245,185.996,7.780769,7.016573,0,130.0487,0,3883.492,497.7637,557.7153,254.9016,265.1638,0,202.7822,172.6732,529.1268,10.5604,12.07589,0,77.16994,59.73009,164.8699,529.035,12.04713,72.22347,82.93686,3000
58582,0.2095674,185.9954,7.780519,7.016541,0,130.0488,0,3883.477,497.7471,557.7131,254.8997,265.1561,0,202.7846,172.6735,529.1332,10.55799,12.07837,0,77.18452,59.60669,164.8621,529.0411,12.04959,72.24265,82.90746,3000
58610,0.2078646,185.996,7.780375,7.016524,0,130.0492,0,3883.461,497.7392,557.7105,254.8997,265.1485,0,202.7825,172.6737,529.1381,10.55606,12.08032,0,77.18993,59.50842,164.856,529.0459,12.05155,72.22632,82.89156,3000
58647,0.2070189,185.9956,7.780227,7.016508,0,130.0493,0,3883.421,497.7314,557.7054,254.8997,265.1331,0,202.789,172.6741,529.1461,10.55317,12.0834,0,76.99178,59.36173,164.8476,529.0539,12.05464,72.17539,82.85688,3000
58746,0.2028713,185.996,7.779694,7.01644,0,130.0491,0,3883.364,497.6994,557.6976,254.8978,265.1095,0,202.8129,172.6751,529.1663,10.54494,12.09179,0,77.08804,58.95089,164.8192,529.0749,12.06306,72.10028,82.74458,3000
58761,0.20205,185.9956,7.779694,7.01644,0,130.0496,0,3883.349,497.6994,557.6949,254.8978,265.1007,0,202.8247,172.6752,529.1689,10.54397,12.09283,0,76.9998,58.90301,164.8164,529.0776,12.06412,72.07277,82.73169,3000
58779,0.2012334,185.9959,7.77957,7.016424,0,130.0499,0,3883.33,497.6911,557.6921,254.8978,265.0913,0,202.8275,172.6755,529.1736,10.54203,12.09486,0,77.01593,58.78373,164.8083,529.0838,12.06662,72.05303,82.68029,3000
58812,0.2004199,185.9958,7.779447,7.016407,0,130.0504,0,3883.309,497.6829,557.6893,254.8959,265.0813,0,202.8344,172.6757,529.1777,10.54009,12.09671,0,77.15691,58.71246,164.8026,529.087,12.06798,72.06257,82.67704,3000
58845,0.1988136,185.9962,7.779296,7.01639,0,130.0505,0,3883.285,497.6748,557.6865,254.8958,265.0712,0,202.8385,172.5232,529.1826,10.53814,12.09873,0,77.4343,58.61775,164.7942,529.0922,12.07003,72.00861,82.65702,3000
58878,0.1980128,185.996,7.779143,7.016372,0,130.0509,0,3883.261,497.6668,557.6835,254.8958,265.061,0,202.8445,172.5237,529.1918,10.53474,12.1025,0,77.22684,58.45292,164.7826,529.102,12.07381,71.96938,82.62049,3000
58911,0.1964216,185.9962,7.778879,7.016338,0,130.0513,0,3883.213,497.6498,557.678,254.8939,265.0414,0,202.8579,172.524,529.199,10.53182,12.10556,0,77.31261,58.31256,164.7718,529.1096,12.07685,71.9932,82.58218,3000
58944,0.1956312,185.9959,7.77872,7.01632,0,130.0513,0,3883.213,497.6416,557.678,254.8939,265.0414,0,202.8579,172.5244,529.2049,10.52938,12.10813,0,77.45329,58.19623,164.762,529.1157,12.07941,71.97475,82.55643,3000
58973,0.1940709,185.9955,7.778557,7.016302,0,130.0516,0,3883.164,497.6335,557.6724,254.8939,265.0228,0,202.8648,172.5247,529.2123,10.52645,12.11127,0,77.62369,58.0574,164.75,529.1232,12.08254,71.97031,82.5517,3000
59010,0.1932928,185.9959,7.778417,7.016284,0,130.0515,0,3883.142,497.625,557.6696,254.8939,265.0134,0,202.8691,172.525,529.2185,10.52401,12.11395,0,77.45338,57.94235,164.7417,529.1298,12.08519,71.97881,82.52745,3000
59041,0.1925175,185.9954,7.778278,7.016264,0,130.0516,0,3883.122,497.6168,557.6666,254.892,265.0042,0,202.8712,172.5254,529.2262,10.52107,12.1173,0,77.30082,57.80504,164.7321,529.1383,12.08855,71.94718,82.51111,3000
59077,0.1909868,185.9962,7.777954,7.016225,0,130.0517,0,3883.101,497.6013,557.6638,254.892,264.9953,0,202.8741,172.5258,529.2326,10.51814,12.12046,0,77.24454,57.66856,164.7219,529.146,12.09169,71.9495,82.47854,3000
59105,0.1902235,185.9956,7.777818,7.016205,0,130.0516,0,3883.081,497.5932,557.6612,254.892,264.9865,0,202.8797,172.5261,529.2365,10.51569,12.12283,0,77.17463,57.55545,164.7134,529.151,12.09406,71.96717,82.48229,3000
59143,0.1857244,185.9953,7.777132,7.016097,0,130.0536,0,3882.973,497.556,557.6475,254.8881,264.9402,0,202.9494,172.5273,529.2491,10.50586,12.13247,0,77.28045,57.1086,164.6769,529.1705,12.10375,71.80679,82.32941,3000
59241,0.1857244,185.9953,7.777132,7.016097,0,130.0542,0,3882.945,497.556,557.6447,254.8881,264.9292,0,202.9698,172.5275,529.2501,10.50487,12.13343,0,77.31689,57.06441,164.673,529.1722,12.10472,71.80788,82.32941,3000
59274,0.1842506,185.9956,7.776988,7.016073,0,130.0543,0,3882.914,497.549,557.6421,254.8881,264.9173,0,202.9846,172.3751,529.252,10.5029,12.13537,0,77.32989,56.97628,164.665,529.1756,12.10666,71.78124,82.30048,3000
59308,0.1743311,185.9959,7.775526,7.015774,0,130.0571,0,3882.579,497.4698,557.6117,254.8823,264.7888,0,203.0744,172.3782,529.2719,10.47863,12.15999,0,77.35905,55.9249,164.5713,529.2094,12.1314,71.45177,81.91578,3000
59590,0.1743311,185.9959,7.775526,7.015774,0,130.0571,0,3882.579,497.4698,557.6117,254.8823,264.7888,0,203.0744,172.3783,529.2724,10.47813,12.16051,0,77.3977,55.90398,164.5691,529.2101,12.13192,71.42407,81.91578,3000
59604,0.1722933,185.9958,7.775083,7.015678,0,130.0569,0,3882.52,497.4481,557.6029,254.8823,264.7568,0,203.0819,172.379,529.278,10.47215,12.16688,0,77.29167,55.65451,164.545,529.217,12.13827,71.39942,81.83368,3000
59677,0.1716185,185.9958,7.774951,7.015646,0,130.0569,0,3882.52,497.4406,557.6029,254.8804,264.7568,0,203.0819,172.3792,529.2789,10.47115,12.16793,0,77.21307,55.61322,164.5413,529.2181,12.13932,71.38313,81.83368,3000
59701,0.1682966,185.9959,7.774364,7.015519,0,130.0578,0,3882.425,497.4123,557.5879,254.8784,264.7059,0,203.0938,172.2279,529.2853,10.46165,12.17751,0,77.04144,55.22509,164.5037,529.2261,12.14889,71.3442,81.73383,3000
59799,0.1682966,185.9959,7.774364,7.015519,0,130.0578,0,3882.425,497.4123,557.5879,254.8784,264.7059,0,203.0938,172.228,529.2854,10.46115,12.17798,0,77.06567,55.20486,164.5017,529.2264,12.14938,71.34145,81.73383,3000
59804,0.1656961,185.9961,7.773795,7.015391,0,130.0585,0,3882.356,497.3852,557.5786,254.8765,264.6772,0,203.116,172.229,529.2871,10.45311,12.18559,0,77.10349,54.884,164.468,529.2306,12.15701,71.22328,81.59822,3000
60791,0.141626,185.9957,7.769615,7.014237,0,130.0616,0,3881.601,497.192,557.4688,254.8608,264.3189,0,203.29,171.9341,529.3055,10.37821,12.25815,0,77.19385,52.14734,164.1237,529.2546,12.22976,70.35735,80.48362,3000
60796,0.141626,185.9957,7.769479,7.014198,0,130.0616,0,3881.601,497.1866,557.4688,254.8608,264.3189,0,203.29,171.9342,529.3058,10.3772,12.25913,0,77.2563,52.11306,164.1185,529.2549,12.23075,70.32577,80.48362,3000
60824,0.1410923,185.9961,7.76934,7.014159,0,130.0615,0,3881.581,497.1812,557.4649,254.8608,264.3074,0,203.2935,171.9345,529.3059,10.37519,12.26105,0,77.21949,52.04471,164.1082,529.2552,12.23267,70.32121,80.44849,3000
60860,0.1379534,185.9966,7.768834,7.014004,0,130.0623,0,3881.482,497.159,557.4454,254.8588,264.2555,0,203.3229,171.9359,529.3056,10.36459,12.27124,0,77.36546,51.69033,164.0536,529.257,12.2429,70.16268,80.27029,3000
60956,0.1304465,185.9972,7.767151,7.013415,0,130.0658,0,3881.117,497.0862,557.3942,254.8508,264.1015,0,203.4431,171.7875,529.3031,10.33607,12.30101,0,77.39599,50.76515,163.8978,529.2648,12.27319,69.92625,79.89294,3000
61308,0.1299683,185.9972,7.767151,7.013415,0,130.0655,0,3881.089,497.0862,557.3901,254.8508,264.09,0,203.4482,171.7876,529.3024,10.33504,12.30206,0,77.26447,50.74939,163.8955,529.2646,12.27369,69.89962,79.88071,3000
61321,0.1238904,185.9971,7.765843,7.01289,0,130.0687,0,3880.804,497.0317,557.3505,254.8468,263.9606,0,203.5552,171.6389,529.2645,10.31077,12.32377,0,77.24309,50.02594,163.7644,529.241,12.29556,69.47284,79.43155,3000
61599,0.1238904,185.9971,7.765843,7.01289,0,130.0687,0,3880.804,497.0317,557.3505,254.8468,263.9606,0,203.5552,171.6389,529.2645,10.31077,12.32377,0,77.24309,50.02594,163.7644,529.241,12.29556,69.47284,79.43155,3000
61618,0.123441,185.9975,7.765843,7.01289,0,130.0677,0,3880.773,497.0317,557.3466,254.8468,263.9459,0,203.5592,171.6391,529.2626,10.30921,12.32528,0,77.26843,49.9809,163.7555,529.2394,12.29707,69.46676,79.38573,3000
61652,0.1225391,185.9976,7.765602,7.012792,0,130.0676,0,3880.752,497.0219,557.3425,254.8448,263.9319,0,203.5575,171.6394,529.2597,10.3066,12.32784,0,77.32833,49.90615,163.7406,529.237,12.29964,69.40797,79.341,3000
61685,0.1220914,185.9978,7.765469,7.012743,0,130.0676,0,3880.731,497.0173,557.3385,254.8448,263.9186,0,203.5532,171.6399,529.2562,10.30295,12.33149,0,77.36023,49.80212,163.7197,529.2335,12.30328,69.38593,79.26631,3000
61718,0.1216451,185.9977,7.76536,7.012696,0,130.0678,0,3880.691,497.0124,557.3305,254.8448,263.895,0,203.5555,171.6402,529.2529,10.30034,12.33391,0,77.19517,49.72826,163.7059,529.2299,12.30568,69.39429,79.25552,3000
61751,0.1207638,185.9979,7.765254,7.012647,0,130.0681,0,3880.668,497.0075,557.3265,254.8428,263.8852,0,203.5566,171.6406,529.2488,10.2972,12.33675,0,77.06828,49.64011,163.6893,529.2256,12.30854,69.35815,79.24248,3000
61784,0.1203239,185.9979,7.765127,7.012599,0,130.0683,0,3880.642,497.0028,557.3225,254.8428,263.8765,0,203.5568,171.6409,529.2453,10.29458,12.33915,0,77.07244,49.56706,163.6749,529.222,12.31094,69.31773,79.15511,3000
61817,0.1194493,185.9978,7.764891,7.012499,0,130.0681,0,3880.616,496.9934,557.3183,254.8428,263.868,0,203.5571,171.6413,529.2418,10.29143,12.34157,0,77.07944,49.47988,163.6572,529.2183,12.31387,69.24409,79.11993,3000
61850,0.1190193,185.9976,7.764788,7.012449,0,130.0677,0,3880.592,496.9887,557.3143,254.8408,263.8591,0,203.5646,171.6416,529.2387,10.28933,12.34345,0,77.05586,49.42205,163.6453,529.2153,12.31575,69.21404,79.07436,3000
61884,0.1181562,185.9976,7.764661,7.012399,0,130.0673,0,3880.572,496.9843,557.3104,254.8408,263.8496,0,203.5712,171.642,529.2339,10.28617,12.34697,0,76.93967,49.33573,163.6282,529.2122,12.31885,69.1088,78.97946,3000
61916,0.1177278,185.9977,7.764537,7.012349,0,130.0671,0,3880.538,496.9799,557.3024,254.8408,263.829,0,203.588,171.6423,529.2299,10.28353,12.34928,0,77.0362,49.26419,163.6128,529.2085,12.32116,69.11388,78.93533,3000
61949,0.1168805,185.9973,7.764436,7.012299,0,130.0673,0,3880.521,496.9752,557.2983,254.8408,263.8175,0,203.5985,171.491,529.2256,10.28089,12.35156,0,77.20695,49.19302,163.5965,529.2047,12.32345,69.0688,78.90321,3000
61983,0.1164571,185.9979,7.764212,7.0122,0,130.0674,0,3880.502,496.9664,557.2944,254.8388,263.8052,0,203.6045,171.4914,529.2211,10.27772,12.35443,0,77.25193,49.10807,163.5775,529.2004,12.32632,69.02079,78.82169,3000
62016,0.1156163,185.9976,7.76409,7.012152,0,130.0682,0,3880.457,496.9622,557.2866,254.8388,263.7794,0,203.6095,171.4918,529.218,10.27454,12.35752,0,77.31311,49.02364,163.5585,529.1971,12.32944,68.95247,78.78495,3000
62048,0.1151989,185.998,7.763991,7.012103,0,130.0685,0,3880.43,496.9576,557.2826,254.8388,263.7664,0,203.6074,171.4921,529.2161,10.27242,12.35964,0,77.1934,48.96763,163.5465,529.1951,12.33156,68.92759,78.73505,3000
62082,0.1147827,185.9972,7.763896,7.012055,0,130.0684,0,3880.403,496.9529,557.2785,254.8368,263.7538,0,203.6159,171.4925,529.2127,10.2687,12.36328,0,77.29733,48.87015,163.5244,529.1913,12.3352,68.90753,78.66957,3000
62114,0.1139564,185.9977,7.763774,7.012007,0,130.0682,0,3880.377,496.9486,557.2744,254.8368,263.7414,0,203.6186,171.4928,529.2109,10.26657,12.36534,0,77.20015,48.81475,163.5122,529.1891,12.33727,68.87681,78.63522,3000
62147,0.1135507,185.9973,7.763549,7.011912,0,130.0686,0,3880.354,496.9397,557.2704,254.8368,263.7295,0,203.619,171.4932,529.208,10.26338,12.36842,0,77.16165,48.73207,163.4937,529.1858,12.34035,68.82807,78.59542,3000
62181,0.1127351,185.9977,7.76345,7.011864,0,130.0686,0,3880.305,496.935,557.2623,254.8348,263.7069,0,203.6318,171.4935,529.2052,10.26071,12.37088,0,77.27184,48.66355,163.4774,529.1826,12.34282,68.79324,78.54417,3000
62214,0.1123297,185.9971,7.763325,7.011815,0,130.0688,0,3880.281,496.9306,557.2583,254.8348,263.6964,0,203.6354,171.494,529.2028,10.2575,12.37346,0,77.26856,48.58177,163.458,529.1794,12.3459,68.7569,78.47566,3000
62247,0.1115246,185.9978,7.763094,7.011716,0,130.0689,0,3880.257,496.9216,557.2542,254.8348,263.6861,0,203.6358,171.4943,529.1998,10.25482,12.37653,0,77.29952,48.514,163.4417,529.1768,12.34847,68.72943,78.44543,3000
62281,0.1111294,185.9975,7.762993,7.011666,0,130.0687,0,3880.233,496.9169,557.2501,254.8328,263.6755,0,203.6457,171.4947,529.1964,10.2516,12.37957,0,77.3754,48.43312,163.4218,529.1735,12.3515,68.70174,78.38055,3000
62310,0.1103347,185.998,7.762865,7.011615,0,130.0685,0,3880.192,496.9125,557.2421,254.8327,263.6537,0,203.652,171.495,529.194,10.24945,12.38159,0,77.34885,48.37947,163.4088,529.1714,12.35352,68.70168,78.37032,3000
62346,0.1099397,185.9975,7.762735,7.011564,0,130.0683,0,3880.172,496.9082,557.238,254.8327,263.6425,0,203.6581,171.4954,529.1919,10.24622,12.38491,0,77.22248,48.2994,163.3899,529.1695,12.35688,68.61087,78.31294,3000
62379,0.1091551,185.998,7.762524,7.011462,0,130.0682,0,3880.154,496.899,557.2339,254.8307,263.6308,0,203.6621,171.4957,529.1899,10.24407,12.38708,0,77.26409,48.24628,163.3769,529.1678,12.35903,68.58716,78.25462,3000
62412,0.10877,185.9978,7.762396,7.011412,0,130.0685,0,3880.117,496.8948,557.2256,254.8307,263.6077,0,203.6798,171.3445,529.1865,10.24083,12.39021,0,77.16881,48.167,163.3579,529.165,12.36218,68.53896,78.18967,3000
62444,0.1079956,185.9983,7.762267,7.011361,0,130.0689,0,3880.096,496.8907,557.2214,254.8307,263.5961,0,203.6862,171.3448,529.184,10.23867,12.39227,0,77.08762,48.11441,163.3452,529.163,12.36425,68.51559,78.16434,3000
62479,0.1076106,185.9977,7.762063,7.011259,0,130.0694,0,3880.072,496.8815,557.2172,254.8287,263.5846,0,203.701,171.3452,529.1799,10.23542,12.39538,0,77.10739,48.03592,163.3256,529.1601,12.36737,68.45332,78.12909,3000
62510,0.1068461,185.9983,7.761935,7.011208,0,130.0695,0,3880.045,496.8774,557.2131,254.8287,263.573,0,203.7101,171.3456,529.175,10.23216,12.39828,0,77.34055,47.9579,163.304,529.1559,12.37028,68.42349,78.04301,3000
62544,0.1064665,185.9978,7.761806,7.011156,0,130.0703,0,3879.986,496.8734,557.2044,254.8287,263.5488,0,203.735,171.346,529.1711,10.22945,12.40077,0,77.4418,47.89325,163.2864,529.1529,12.37277,68.38884,78.02229,3000
62574,0.1060881,185.9982,7.761703,7.011104,0,130.0708,0,3879.956,496.869,557.2003,254.8287,263.5361,0,203.7382,171.3463,529.1688,10.22727,12.40299,0,77.33052,47.84175,163.273,529.1512,12.37501,68.31832,77.97984,3000
62610,0.1053408,185.9977,7.761607,7.011051,0,130.0711,0,3879.924,496.8647,557.1958,254.8267,263.5234,0,203.7337,171.3467,529.1658,10.224,12.40639,0,77.19183,47.76489,163.2536,529.1489,12.37842,68.27155,77.87052,3000
62643,0.1049677,185.9984,7.76136,7.010943,0,130.0708,0,3879.893,496.8568,557.1915,254.8267,263.5108,0,203.7358,171.347,529.1629,10.22126,12.40917,0,77.28957,47.70119,163.2365,529.1465,12.38121,68.22504,77.83596,3000
62676,0.1042257,185.9979,7.761261,7.01089,0,130.0698,0,3879.846,496.8526,557.183,254.8267,263.4866,0,203.7487,171.3474,529.1594,10.21853,12.41177,0,77.19578,47.63782,163.2198,529.1433,12.38381,68.21003,77.8096,3000
62709,0.1038569,185.9984,7.761168,7.010838,0,130.0697,0,3879.829,496.8484,557.1786,254.8247,263.4752,0,203.7571,171.3477,529.1564,10.21579,12.41453,0,77.11237,47.57475,163.2032,529.141,12.38659,68.14664,77.71291,3000
62742,0.1031284,185.998,7.76105,7.010786,0,130.07,0,3879.811,496.8444,557.1744,254.8247,263.464,0,203.7611,171.3481,529.1512,10.2125,12.41747,0,77.09782,47.4995,163.1828,529.1362,12.38952,68.13995,77.70426,3000
62774,0.1027648,185.9987,7.76083,7.01068,0,130.0704,0,3879.79,496.8362,557.1699,254.8247,263.453,0,203.7739,171.3485,529.1464,10.20975,12.41984,0,77.20918,47.43712,163.1649,529.1321,12.3919,68.1202,77.67485,3000
62805,0.1020415,185.9986,7.760734,7.010626,0,130.0705,0,3879.765,496.832,557.1655,254.8227,263.442,0,203.7786,171.3488,529.1419,10.20699,12.42231,0,77.33672,47.37506,163.1465,529.1282,12.39437,68.07661,77.59126,3000
62841,0.1016819,185.9989,7.760612,7.010572,0,130.0712,0,3879.711,496.828,557.1565,254.8227,263.4195,0,203.7866,171.3492,529.1379,10.20423,12.4249,0,77.28967,47.31331,163.129,529.1246,12.39697,68.01121,77.553,3000
62874,0.1013244,185.999,7.760489,7.010518,0,130.071,0,3879.683,496.824,557.1521,254.8227,263.4077,0,203.7831,171.1981,529.1353,10.20148,12.42711,0,77.27414,47.25187,163.1114,529.1221,12.39981,67.94915,77.4938,3000
62908,0.1006173,185.9993,7.76029,7.010409,0,130.071,0,3879.659,496.8155,557.1475,254.8206,263.3961,0,203.7861,171.1985,529.1321,10.19873,12.43058,0,77.21982,47.19073,163.094,529.1199,12.40269,67.89527,77.39738,3000
62941,9.991221E-02,185.9993,7.760167,7.010355,0,130.07,0,3879.617,496.8114,557.1382,254.8206,263.3728,0,203.796,171.1988,529.1281,10.19599,12.43321,0,77.24663,47.1299,163.0761,529.1163,12.40533,67.88767,77.38251,3000
62973,9.956165E-02,185.9996,7.760041,7.010302,0,130.0699,0,3879.601,496.8074,557.1337,254.8206,263.3613,0,203.805,171.1992,529.1241,10.19326,12.43583,0,77.24781,47.06937,163.0582,529.1127,12.40795,67.82788,77.33987,3000
63007,9.886932E-02,185.9997,7.759937,7.010249,0,130.0702,0,3879.585,496.8031,557.1292,254.8206,263.3499,0,203.8116,171.1996,529.1193,10.18997,12.43897,0,77.09448,46.99714,163.0377,529.1083,12.41109,67.80492,77.26382,3000
63039,9.852368E-02,185.9996,7.759836,7.010196,0,130.0707,0,3879.565,496.7988,557.1245,254.8186,263.3387,0,203.8189,171.1999,529.1158,10.18778,12.44101,0,77.01843,46.94922,163.0239,529.1053,12.41315,67.77102,77.2365,3000
63072,0.0978362,185.9994,7.759581,7.01009,0,130.0711,0,3879.541,496.791,557.12,254.8186,263.3275,0,203.8197,171.2002,529.1118,10.18503,12.44367,0,77.0806,46.8896,163.0057,529.1019,12.41584,67.67602,77.18562,3000
63107,9.749439E-02,185.9993,7.759479,7.010037,0,130.0714,0,3879.484,496.7869,557.1109,254.8186,263.3047,0,203.8346,171.2007,529.1061,10.18118,12.44666,0,77.28365,46.80662,162.9788,529.0956,12.41931,67.64771,77.08315,3000
63139,9.681933E-02,185.9994,7.759379,7.009984,0,130.0718,0,3879.458,496.7829,557.1063,254.8166,263.2934,0,203.8375,171.2009,529.1025,10.17953,12.44868,0,77.35212,46.75946,162.9632,529.0931,12.42085,67.61229,77.06508,3000
63171,9.648228E-02,185.9994,7.759257,7.009931,0,130.0718,0,3879.429,496.779,557.1019,254.8166,263.2821,0,203.8453,171.2014,529.0988,10.17621,12.4521,0,77.54519,46.70078,162.9433,529.0896,12.42428,67.5441,76.97804,3000
63206,9.581191E-02,185.9993,7.759033,7.009823,0,130.0715,0,3879.401,496.7713,557.0975,254.8166,263.2708,0,203.8457,171.2017,529.0958,10.17345,12.45496,0,77.55137,46.6424,162.924,529.0867,12.42714,67.5026,76.91352,3000
63238,9.547859E-02,185.9995,7.758938,7.009769,0,130.071,0,3879.356,496.7673,557.0887,254.8146,263.2479,0,203.8481,171.2021,529.0936,10.17068,12.45797,0,77.52734,46.5843,162.9051,529.0844,12.43015,67.48244,76.87048,3000
63271,9.481654E-02,185.9996,7.758819,7.009716,0,130.0706,0,3879.338,496.7637,557.0842,254.8146,263.2361,0,203.8465,171.2026,529.0895,10.16679,12.46198,0,77.33384,46.50344,162.88,529.0803,12.43413,67.48825,76.85139,3000
63304,9.449153E-02,185.9991,7.758699,7.009664,0,130.0706,0,3879.321,496.76,557.0798,254.8145,263.2245,0,203.8495,171.2029,529.0854,10.164,12.46459,0,77.05813,46.44604,162.8632,529.0761,12.43673,67.47854,76.84117,3000
63334,9.383778E-02,185.9996,7.758511,7.009559,0,130.0705,0,3879.303,496.7523,557.0753,254.8125,263.2135,0,203.8564,171.052,529.0807,10.16121,12.46714,0,77.02418,46.38894,162.8454,529.0718,12.43928,67.45286,76.7679,3000
63368,9.351271E-02,185.9994,7.758393,7.009507,0,130.0713,0,3879.265,496.7488,557.0667,254.8125,263.1931,0,203.8734,171.0524,529.075,10.15842,12.46947,0,76.9753,46.3321,162.8273,529.0667,12.44164,67.41518,76.75186,3000
63401,9.287067E-02,186,7.758279,7.009455,0,130.0718,0,3879.24,496.7453,557.0623,254.8125,263.183,0,203.8798,171.0528,529.0679,10.15506,12.47232,0,77.24041,46.26427,162.8031,529.0607,12.4445,67.33066,76.67122,3000
63434,9.255009E-02,185.9995,7.758189,7.009402,0,130.0723,0,3879.212,496.7414,557.0579,254.8125,263.1727,0,203.8926,171.053,529.0651,10.15338,12.47391,0,77.29035,46.23051,162.7911,529.0585,12.44612,67.25481,76.60085,3000
63469,9.191242E-02,186,7.757982,7.009293,0,130.0722,0,3879.181,496.734,557.0535,254.8105,263.1622,0,203.8999,171.0534,529.0604,10.15057,12.47662,0,77.32882,46.17447,162.7712,529.0546,12.44886,67.2181,76.53628,3000
63503,9.159534E-02,186.0002,7.757865,7.009238,0,130.0717,0,3879.126,496.7304,557.0447,254.8105,263.1392,0,203.9154,171.0538,529.0559,10.14776,12.47943,0,77.40326,46.11871,162.7513,529.0511,12.45169,67.16108,76.50278,3000
63536,9.096915E-02,186.0004,7.757771,7.009183,0,130.0715,0,3879.105,496.7265,557.0403,254.8105,263.1261,0,203.9264,171.0542,529.0508,10.14437,12.48281,0,77.19832,46.05217,162.7292,529.0468,12.45506,67.11176,76.39927,3000
63568,9.065641E-02,185.9998,7.757678,7.009129,0,130.0711,0,3879.085,496.7227,557.0361,254.8084,263.1122,0,203.9318,171.0546,529.0457,10.14155,12.48545,0,77.10709,45.99702,162.7105,529.0423,12.4577,67.09565,76.37852,3000
63602,9.003437E-02,186.0005,7.757443,7.009022,0,130.0715,0,3879.068,496.7154,557.0319,254.8084,263.0981,0,203.9389,171.0549,529.0402,10.13872,12.488,0,77.23176,45.94214,162.6906,529.0374,12.46026,67.03343,76.34244,3000
63634,8.972505E-02,186.0002,7.757346,7.008969,0,130.0727,0,3879.021,496.7115,557.0229,254.8084,263.072,0,203.9537,171.0553,529.0337,10.13532,12.49111,0,77.35252,45.87665,162.6662,529.0317,12.46337,66.99703,76.24197,3000
63668,8.911063E-02,186.0009,7.757252,7.008915,0,130.0736,0,3878.99,496.7075,557.0187,254.8064,263.0603,0,203.9565,171.0557,529.0286,10.13247,12.4938,0,77.40417,45.82238,162.6458,529.0272,12.46607,66.9313,76.21508,3000
63701,0.088809,186.0005,7.757131,7.008862,0,130.0739,0,3878.953,496.7039,557.0144,254.8064,263.0494,0,203.9627,171.0562,529.0225,10.12906,12.497,0,77.47276,45.75761,162.6212,529.0214,12.46926,66.9086,76.16521,3000
63734,8.850477E-02,186.0012,7.756908,7.008752,0,130.0738,0,3878.917,496.6964,557.0101,254.8064,263.039,0,203.9604,171.0565,529.0175,10.1262,12.49966,0,77.46023,45.70393,162.601,529.0166,12.4719,66.91389,76.1087,3000
